@relation 'featureVectorsEntrenamientoWithTopicRetuitFav-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NumericToNominal-R8,11-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 2 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-I11-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.RenameAttribute-findcluster-replacespam-Rlast-weka.filters.unsupervised.attribute.RenameNominalValues-R11-Ncluster1:y,cluster2:n'

@attribute hashtags numeric
@attribute mentions numeric
@attribute uppercase numeric
@attribute nonalpha numeric
@attribute urls numeric
@attribute len numeric
@attribute numbers numeric
@attribute topic_id {0,1,2,3,4,5,6,7,8,9}
@attribute favorite_count numeric
@attribute retweet_count numeric
@attribute spam {y,n}

@data
0.666667,0,0.310345,0.4,0.5,0.693069,0,9,0.000724,0.00023,n
0,0,0.172414,0.28,0.5,0.683168,0.333333,8,0.001448,0.001383,y
0,0,0.37931,0.56,1,0.524752,0,7,0.001448,0,y
0.333333,0,0.241379,0.56,1,0.663366,0,0,0.001448,0.00023,n
0,0,0.275862,0.48,1,0.49505,0,1,0.000724,0.000461,n
0,0,0.241379,0.48,1,0.841584,0,0,0.009413,0.003687,n
0,0,0.068966,0.2,0.5,0.425743,0,7,0.002172,0.001152,y
0,0,0.310345,0.44,1,0.623762,0,9,0.000724,0.000461,n
0,0,0.172414,0.6,0.5,0.673267,0.333333,0,0,0.001152,y
0,0.5,0.551724,0.72,1,0.881188,1,0,0.004345,0.003457,y
0.333333,0,0.482759,0.6,1,0.851485,0,0,0.002896,0,n
0,0,0.241379,0.76,0.5,0.70297,0.333333,9,0,0.00023,y
0,0,0.137931,0.44,0.5,0.584158,0,4,0.002896,0.001613,n
0.333333,0,0.206897,0.28,0.5,0.782178,0.666667,4,0.001448,0.000691,y
0.333333,0,0.448276,0.6,1,0.782178,0.333333,0,0.003621,0.000461,y
0,0,0.482759,0.44,1,0.841584,0,2,0.029689,0.008527,n
0,0,0.344828,0.48,0.5,0.544554,0,7,0.001448,0.00023,y
0,0,0.172414,0.48,1,0.891089,0.333333,4,0.007241,0.005531,y
0.333333,0,0.206897,0.44,0.5,0.811881,0,2,0.043447,0.008066,n
0,0,0.275862,0.6,0.5,0.514851,0,0,0.000724,0,n
0,0,0.034483,0.44,0.5,0.277228,0,9,0.071687,0.046785,n
0.666667,0,0.275862,0.48,1,0.871287,0,6,0.002172,0.00023,n
0,0,0.241379,0.32,1,0.544554,0,2,0.073135,0.014519,n
0.333333,0,0.172414,0.64,0.5,0.772277,0,7,0.000724,0.000461,y
0.333333,1,0.344828,0.44,0,0.990099,0.333333,4,0.033309,0.015211,y
0,0,0.241379,0.4,1,0.554455,0.666667,0,0.001448,0,y
0,0,0.448276,0.64,1,0.70297,0,2,0.001448,0.001613,n
0,0,0.413793,0.36,1,0.782178,0,1,0.006517,0.002996,n
0,1,0.137931,0.44,0,0.861386,0.333333,5,0.007241,0.002766,y
0,0,0.62069,0.44,1,0.861386,0,4,0.001448,0.001383,n
0.333333,0,0.413793,0.56,1,0.722772,0.333333,2,0,0,y
0,0,0.37931,0.92,1,0.990099,1,7,0.000724,0.000691,y
0,0,0.172414,0.2,0.5,0.445545,0,0,0.025344,0.013828,n
0.333333,0,0.37931,0.52,1,0.772277,0.333333,4,0.002172,0.000922,y
0,0,0.344828,0.32,0.5,0.851485,0,5,0.4084,0.139203,n
0,0,0.310345,0.32,1,0.653465,0,2,0.127444,0.021203,n
0,0,0.448276,0.32,1,0.653465,0.333333,9,0.006517,0.001613,y
0,1,0.206897,0.64,0.5,0.782178,0,4,0.404779,0.24614,n
0,0,0.275862,0.44,1,0.811881,0,1,0,0.001613,n
0,0,0.37931,0.44,1,0.811881,0,1,0.001448,0.001383,n
0,0,0.103448,0.28,0.5,0.178218,0,5,0.068067,0.013367,n
0,0,0.275862,0.56,1,0.831683,0,7,0.002172,0.001844,y
0,0,0.37931,0.32,1,0.584158,0,2,0,0.001383,n
0,0,0.172414,0.12,0.5,0.366337,0.333333,2,0.002172,0.000461,y
0.333333,1,0.137931,0.56,0,0.792079,0.666667,1,0.25344,0.07882,n
0,0,0.344828,0.44,1,0.693069,0.333333,7,0.001448,0.000922,y
0,0.5,0.241379,0.8,0.5,1,0,1,0.23244,0.140124,n
0,0,0.172414,0.64,0.5,0.841584,0,1,0.002172,0.001383,n
0.333333,0.5,0.137931,0.36,0,0.980198,0,4,0.035482,0.023508,n
0,0.5,0.310345,0.44,1,0.386139,0,2,0,0,n
0,0,0.206897,0.56,1,0.80198,0,5,0,0.000691,n
0,0,0.206897,0.36,0.5,0.405941,0,5,0.069515,0.030883,n
0,0,0.448276,0.76,1,0.752475,0.333333,1,0.186821,0.059691,n
0,0,0.241379,0.2,0.5,0.514851,0,0,0.001448,0.00023,n
0,0,0.103448,0.24,0.5,0.386139,0,1,0.002172,0.000691,n
0,0,0.241379,0.44,1,0.752475,0.333333,6,0.001448,0.000691,y
0.333333,0,0.241379,0.52,1,0.772277,0,8,0.000724,0.001383,n
0.333333,0,0.37931,0.56,1,0.871287,0,4,0.004345,0.004609,n
0.333333,0,0.137931,0.32,0.5,0.217822,0,1,0.000724,0.002074,n
0,0,0.206897,0.32,0.5,0.267327,0,2,0.090514,0.016133,n
0,0,0.068966,0.32,0.5,0.455446,0,2,0.074584,0.012676,n
0,0,0.344828,0.72,1,0.732673,0,7,0.002172,0.000461,y
0.333333,1,0.275862,0.44,0,0.990099,0,1,0.193338,0.119613,n
0,0,0.37931,0.92,1,0.990099,1,7,0,0.000922,y
0,0,0.37931,0.44,1,0.861386,0,5,0.29761,0.10832,n
0,0,0.275862,0.32,0.5,0.485149,0,4,0.000724,0.001844,n
0,0,0.241379,0.56,1,0.732673,0,6,0,0.001152,n
0.333333,1,0.206897,0.44,0,0.930693,0.333333,2,0.622737,0.26089,n
0,0,0.275862,0.72,1,0.732673,0,7,0.002896,0.000461,y
0,0,0.137931,0.48,0.5,0.811881,0.333333,7,0.000724,0.00023,y
0,0,0.586207,0.44,1,0.910891,0.333333,2,0.002896,0.001383,y
0.333333,0.5,0.37931,0.64,0.5,0.920792,0.333333,2,0.047067,0.010371,y
0,0,0.137931,0.24,0.5,0.39604,0.333333,1,0,0.000691,n
0,0,0.068966,0.32,0.5,0.267327,0.333333,7,0.004345,0.001844,y
0,0,0.206897,0.36,0.5,0.554455,0,0,0.001448,0.001152,n
0,0,0.137931,0.64,1,0.712871,0,7,0.035482,0.017285,y
0.333333,0,0.241379,0.72,1,0.970297,0,2,0,0.000691,n
0.666667,0.5,0.551724,0.48,0.5,0.851485,0,1,0.209269,0.072136,n
0,0,0.206897,0.4,1,0.693069,0,0,0.041274,0.011984,n
0,0,0.103448,0.4,1,0.821782,0,1,0.002896,0.002305,n
0,0,0.137931,0.16,0.5,0.594059,0.666667,6,0.001448,0,y
0,0,0.413793,0.44,1,0.663366,0,7,0.007241,0.002996,y
0.333333,0,0.344828,0.64,1,0.544554,0,5,0,0,n
0,0,0.172414,0.28,0.5,0.742574,0.333333,2,0.000724,0.000691,y
0.333333,0,0.241379,0.52,1,0.772277,0,8,0.002172,0.001613,n
0.333333,0.5,0.448276,0.64,0.5,0.920792,0,5,0.017379,0.005301,n
0,0,0.482759,0.48,1,0.584158,0,1,0.004345,0.003457,n
0,0,0.275862,0.44,1,0.90099,0,1,0,0,n
0,0,0.172414,0.28,0.5,0.346535,0,5,0.119479,0.052086,n
0,0,0.137931,0.32,1,0.356436,0.333333,6,0.082549,0.01498,y
0.333333,0,0.310345,0.48,1,0.772277,0,6,0.000724,0.000461,n
0,0,0.275862,0.44,1,0.663366,0,9,0.023896,0.005301,n
0,0,0.137931,0.24,0.5,0.386139,0,1,0.000724,0.000461,n
0,0,0.137931,0.72,0.5,0.920792,0,3,0.002172,0.001152,n
0,0,0.068966,0.4,1,0.534653,0,0,0,0.000922,n
0,0,0.206897,0.12,0.5,0.445545,0,2,0.001448,0.002074,n
0,0.5,0.172414,0.24,0.5,0.534653,0,2,0.067343,0.012906,n
0,0,0.413793,0.36,1,0.772277,0.666667,7,0,0,y
0,0.5,0.344828,0.56,1,0.762376,0,7,0.288921,0.043558,y
0,0,0.172414,0,0,0.485149,0,2,0.1021,0.028578,n
0,0.5,0.37931,0.4,0.5,0.584158,0,2,0.032585,0.010371,n
0,0,0.137931,0.32,0.5,0.70297,0.333333,4,0.001448,0.002766,y
0,0,0.448276,0.24,0.5,0.623762,0,4,0.000724,0.002305,n
0,0,0.310345,0.4,1,0.831683,0,7,0.058653,0.015211,y
0,0,0.482759,0.32,0.5,0.772277,0,1,0.039826,0.025121,n
0,0,0.241379,0.4,1,0.405941,0,1,0.001448,0.000691,n
0,0,0.137931,0.32,0.5,0.158416,0,5,0.034033,0.005992,n
0.333333,1,0.275862,0.36,0,0.772277,0.333333,1,0.561912,0.268726,n
0,0,0.586207,0.32,0.5,0.623762,0,5,0.064446,0.036875,n
0,0,0.827586,0.56,0.5,0.891089,0.666667,6,0.001448,0,y
0,0,0.172414,0.32,0.5,0.465347,0.333333,0,0.000724,0.000461,y
0,0,0.241379,0.52,1,0.70297,0.666667,7,0.000724,0.00023,y
0,0,0.137931,0.12,0.5,0.475248,0,2,0.002172,0.000691,n
0.333333,0,0.37931,0.52,1,0.70297,0,4,0.000724,0.000461,n
0.333333,0,0.172414,0.56,1,0.60396,0,7,0,0.001613,y
0,0,0.275862,0.6,0.5,0.524752,0.333333,0,0,0,y
0,0,0.137931,0.12,0.5,0.405941,0,2,0.045619,0.007836,n
0.333333,0,0.344828,0.76,1,0.821782,0,4,0.115134,0.06407,n
0.333333,0,0.344828,0.56,1,0.574257,0.666667,9,0.000724,0,y
0,0,0.068966,0.2,0.5,0.455446,1,7,0.000724,0.000691,y
0,0,0.206897,0.2,0.5,0.247525,0,9,0.080377,0.040562,n
0.333333,0,0.37931,0.48,1,0.821782,0,5,0.002172,0,n
0.666667,0,0.413793,0.44,1,0.831683,0,4,0,0.000461,n
0.333333,0,0.172414,0.08,0,0.128713,0,2,0.062274,0.007375,n
0.333333,0,0.310345,0.44,1,0.861386,0,4,0.004345,0.004609,n
0,0,0.586207,0.4,0.5,0.831683,0,5,0.646633,0.479373,n
0,0,0.37931,0.4,0.5,0.326733,0,0,0.107893,0.013828,n
0,0,0.137931,0.4,1,0.821782,0,1,0.000724,0.001383,n
0.333333,0,0.448276,0.56,1,0.712871,0,2,0,0.00023,n
0,0,0.137931,0.76,0.5,0.435644,0,9,0,0.00023,n
0.333333,0,0.275862,0.32,0.5,0.425743,0,8,0,0.001383,n
0.333333,0,0.275862,0.44,0.5,0.663366,0,2,0.002172,0.000691,n
0,0,0.241379,0.4,1,0.613861,0,4,0.000724,0,n
0,0,0.241379,0.28,0.5,0.227723,0,5,0.039826,0.008297,n
0,0,0.068966,0.32,0.5,0.267327,0.333333,7,0.003621,0.001383,y
0,0,0.37931,0.96,1,0.930693,0,9,0.000724,0,n
0.333333,0,0.310345,0.56,1,0.811881,0.333333,3,0.001448,0.003227,y
0,0,0.206897,0.44,1,0.792079,0,4,0.002896,0.006453,n
0.333333,0,0.344828,0.52,1,0.891089,0,8,0,0.003687,n
0,0,0.172414,0.24,0.5,0.465347,0,1,0.02462,0.007836,n
0,0,0.137931,0.12,0.5,0.693069,0.333333,4,0.002172,0.002535,y
0,0,0.62069,0.48,1,0.891089,0.333333,4,0.007241,0.011523,y
0,0,0.137931,0.76,1,0.90099,0,2,0.004345,0.002996,n
0.333333,0.5,0.37931,0.52,0.5,0.950495,0,1,0.07748,0.026965,n
0,0,0.172414,0.48,1,0.465347,0.333333,7,0,0,y
0.333333,0,0.241379,0.44,1,0.653465,0.333333,1,0,0.000461,n
0,0,0.103448,0.48,0.5,0.475248,0,9,0.055757,0.014289,n
0,1,0.241379,0.56,0.5,0.960396,0,8,0.021723,0.004609,n
0,0,0.103448,0.32,0.5,0.564356,0.333333,4,0.000724,0.00023,y
0,0,0.310345,0.52,1,0.49505,0,7,0.007965,0.010371,y
0,0,0.137931,0.28,0.5,0.564356,0,2,0.280232,0.035492,n
0,0.5,0.206897,0.64,0.5,0.980198,0,2,0.302679,0.088961,n
0,0,0.241379,0.48,0.5,0.871287,0,1,0.15134,0.036644,n
0,0,0.413793,0.4,1,0.574257,0,1,0.001448,0.002535,n
0,0,0.172414,0.4,0.5,0.475248,0,2,0.051412,0.031574,n
0,0,0.172414,0.72,0.5,0.693069,0.333333,0,0,0.001613,y
0,0,0.206897,0.96,0.5,0.841584,0.333333,0,0.000724,0.000922,y
0.333333,0,0.344828,0.8,0.5,0.950495,0,6,0.002172,0,n
0,0,0.103448,0.32,0.5,0.455446,0.666667,7,0.001448,0,y
0.333333,0,0.413793,0.52,1,0.584158,0,0,0.000724,0.00023,n
0,1,0.137931,0.64,0,0.920792,1,5,0.020275,0.003227,y
0,0,0.206897,1,0.5,0.851485,0,0,0.001448,0.00023,n
0.666667,0,0.310345,0.88,1,0.851485,0,4,0,0.001383,n
0,0,0.172414,0.48,1,0.841584,0.333333,4,0,0.001383,y
0,0,0.172414,0.36,0.5,0.435644,0,2,0.033309,0.003918,n
0,0,0.172414,0.36,0.5,0.455446,0,7,0.000724,0.000461,y
0,0,0.206897,0.24,0.5,0.673267,0,5,0.035482,0.012215,n
0,0,0.241379,0.12,0.5,0.445545,0,2,0.002172,0.001383,n
0,0,0.241379,0.52,1,0.930693,0,2,0.169442,0.035953,n
0.333333,0,0.344828,0.6,1,0.673267,0,4,0.003621,0.001844,n
0,0,0.275862,0.44,1,0.663366,0,7,0.009413,0.003918,y
0.333333,0,0.275862,0.44,1,0.70297,0.333333,4,0.000724,0.000691,y
0,0,0.344828,0.48,1,0.772277,0.666667,9,0.002172,0,y
0.333333,0,0.37931,0.36,1,0.60396,0,0,0,0,n
0,0,0.344828,0.32,1,0.633663,0.666667,0,0,0,y
0,0.5,0.344828,0.36,0.5,0.237624,0,5,0.017379,0.006223,n
0,0,0.413793,0.48,1,0.584158,0,4,0.000724,0.001383,n
0,0,0.172414,0.4,0.5,0.623762,0,7,0.002172,0.001152,y
0,0.5,0.172414,0.28,0.5,0.752475,0,3,0.043447,0.016594,n
0,0,0.206897,0.4,1,0.722772,0.666667,8,0.000724,0,y
0,0.5,0.310345,0.36,1,0.643564,0,1,0,0.000691,n
0,0,0.137931,0.44,1,0.693069,0.333333,7,0.099928,0.020742,y
0,0,0.172414,0.28,0.5,0.386139,0,2,0.013034,0.004609,n
0.333333,0,0.172414,0.52,1,0.80198,0.666667,2,0.000724,0.000922,y
0,1,0.103448,0.2,0.5,0.168317,0,2,0.042723,0.005992,n
0.666667,0,0.37931,0.48,1,0.673267,0,5,0.001448,0.001383,n
0.333333,0,0.482759,0.4,1,0.762376,0,4,0,0.000922,n
0.333333,0,0.137931,0.6,0.5,0.851485,0,2,0.027516,0.013367,n
0,0,0.103448,0.24,0.5,0.336634,0,1,0.480811,0.41392,n
0,0,0.068966,0.28,0.5,0.772277,1,4,0.008689,0.005762,y
0,0,0.068966,0.28,0.5,0.326733,0,2,0.020275,0.00484,n
0,0,0.344828,0.44,1,0.891089,0.333333,2,0.042723,0.024891,y
0.333333,0,0.310345,0.56,1,0.544554,0,9,0,0,n
0,0,0.482759,0.76,1,0.841584,0,0,0.01231,0.002305,n
0,0,0.068966,0.12,0.5,0.574257,0,5,0.02824,0.002305,n
0,0,0.172414,0.36,0.5,0.70297,0,5,0,0.000461,n
0,0,0.172414,0.44,0.5,0.663366,0.333333,4,0.005793,0.000922,y
0,0,0.172414,0.52,0.5,0.811881,0,1,0.002172,0.001613,n
0,0,0.241379,0.64,1,0.821782,0.333333,7,0.000724,0.000922,y
0.333333,1,1,0.4,0.5,0.732673,0.333333,1,0,0.086656,n
0.333333,0,0.413793,0.76,1,0.940594,0,4,0.001448,0.002996,n
0,0.5,0.37931,0.32,0.5,0.366337,0,2,0.058653,0.01475,n
0,0,0.137931,0.4,0.5,0.841584,0,9,0.031137,0.012445,n
0.333333,0.5,0.448276,0.64,0.5,0.930693,0.666667,7,0.007241,0.00968,y
0.333333,0,0.241379,0.56,1,0.811881,0.333333,3,0,0.001383,y
0,0,0.172414,0.12,0.5,0.435644,0,0,0.1021,0.013137,n
0,0,0.172414,0.44,0.5,0.60396,0,1,0.002896,0.000922,n
0,0,0.275862,0.64,0.5,0.821782,0.666667,8,0.003621,0.009449,y
0,0,0.655172,0.6,0.5,1,0.333333,4,0.079652,0.040793,y
0,0,0.241379,0.48,0.5,0.90099,0,5,0.106445,0.031805,n
0,0,0.241379,0.76,0.5,0.861386,0.666667,6,0.002896,0,y
0,0,0.172414,0.64,1,0.50495,0.333333,2,0.052136,0.010832,y
0.333333,0,0.172414,0.56,1,0.485149,0,1,0.000724,0.000461,n
0,0,0.275862,0.2,0.5,0.435644,0,0,0,0,n
0,0,0.275862,0.68,0.5,0.584158,0,4,0.004345,0.003687,n
0.333333,0,0.482759,0.36,1,0.574257,0.333333,2,0.062274,0.006223,y
0.333333,0,0.310345,0.36,1,0.60396,0,0,0,0,n
0,0,0.241379,0.36,0.5,0.574257,0,5,0,0.000922,n
0.666667,0,0.206897,0.48,1,0.871287,0,6,0.002172,0.00023,n
0,0,0.310345,0.56,1,0.910891,0,5,0.030413,0.002074,n
0.333333,0,0.448276,0.44,1,0.891089,0.333333,5,0.005069,0.00507,y
0,0,0.172414,0.4,1,0.574257,0.333333,2,0.001448,0.000461,y
0,0,0.241379,0.56,1,0.861386,0.333333,7,0.111513,0.015672,y
0,0,0.172414,0.48,1,0.544554,0,4,0.001448,0.000922,n
0,0,0.068966,0.12,0.5,0.108911,0,5,0.025344,0.010832,n
0,0,0.206897,0.72,1,0.732673,0,7,0.002172,0.000691,y
0.333333,0,0.344828,0.44,1,0.891089,0,0,0.001448,0.001844,n
0,0,0.241379,0.48,1,0.70297,0.333333,1,0,0,n
0,0,0.172414,0.32,0.5,0.267327,0,2,0.04055,0.007836,n
0.333333,1,0.172414,0.36,0,0.554455,0.333333,4,0.056481,0.029961,y
0,0,0.275862,0.6,0.5,0.613861,0,0,0.005793,0.000922,n
0,0,0.034483,0.2,0.5,0.50495,0,0,0.046343,0.014059,n
0,0,0.413793,0.32,1,0.475248,0.666667,6,0.000724,0.000691,y
0,0,0.068966,0.28,0.5,0.366337,0,1,0.005069,0.000461,n
0.333333,0,0.172414,0.28,0.5,0.623762,0.666667,7,0.003621,0,y
0,0,0.206897,0.36,1,0.742574,0,9,0.044171,0.011293,n
0.333333,0,0.344828,0.8,1,0.841584,0,1,0.000724,0,n
0,0,0.206897,0.32,1,0.643564,0,2,0.030413,0.003918,n
0,0,0.275862,0.32,1,0.792079,0,1,0.002172,0.002074,n
0,0,0.137931,0.36,0.5,0.435644,0,5,0.002896,0.000691,n
0,0,0.344828,0.32,1,0.693069,0,0,0.10572,0.033187,n
0,0,0.172414,0.44,0.5,0.881188,0,5,0.029689,0.013137,n
0.333333,0,0.275862,0.64,0.5,0.811881,0.666667,7,0.002172,0.002996,y
0,0,0.172414,0.32,1,0.80198,0,4,0.000724,0.001152,n
0,0,0.448276,0.2,0.5,0.287129,0,2,0.055033,0.034109,n
0,0,0.344828,0.52,1,0.49505,0.333333,2,0,0,y
0,0,0.172414,0.36,0.5,0.277228,0,8,0.002172,0.001844,n
0,0,0.137931,0.96,0.5,0.831683,0,0,0.000724,0,n
0,0,0.137931,0.96,0.5,0.841584,0.333333,0,0.002172,0,y
0,0,0.034483,0.2,0.5,0.50495,0,5,0.039826,0.015672,n
0,0,0.206897,0.44,1,0.90099,0,5,0,0.001844,n
0,0,0.137931,0.52,0.5,0.613861,0.333333,1,0.005793,0.002766,n
0,0,0.413793,0.28,0.5,0.871287,0,4,0.017379,0.006914,n
0,0,0.103448,0.12,0.5,0.50495,0.666667,8,0.002172,0.000461,y
0,0,0.241379,0.44,1,0.792079,0,4,0.000724,0.004609,n
0.666667,0.5,0.448276,0.48,0.5,0.821782,0,2,0.036206,0.006914,n
0,0,0.137931,0.12,0.5,0.683168,0,4,0.003621,0.003687,n
0,0,0.137931,0.48,0.5,0.356436,0,5,0.047791,0.01498,n
0,0,0.586207,0.64,0.5,0.990099,0,9,0.097031,0.038949,n
0,0,0.206897,0.28,0.5,0.60396,0,7,0.002896,0.001844,y
0.333333,1,0.344828,0.44,0.5,0.564356,0.333333,1,0.3063,0.10855,n
0.666667,0,0.172414,0.4,1,0.861386,0,1,0.001448,0.001152,n
0,0,0.034483,0.2,0.5,0.663366,0,4,0.034033,0.008527,n
0,0,0.37931,0.48,1,0.70297,0,4,0,0.003918,n
0,0,0.068966,0.56,0.5,0.792079,0.333333,2,0.070239,0.011984,y
0,0,0.103448,0.16,0.5,0.336634,0,4,0.441709,0.35492,n
0,0,0.275862,0.56,0.5,0.613861,0.333333,0,0.005069,0.002996,y
0,0,0.241379,0.2,0.5,0.356436,0,5,0.05286,0.01498,n
0,0,0.37931,0.56,1,0.534653,0.666667,5,0,0.000922,y
0,0,0.137931,0.32,1,0.524752,0,2,0.001448,0,n
0,0,0.310345,0.76,1,0.70297,1,0,0.000724,0.001613,y
0,0,0.137931,0.28,0.5,0.346535,0,7,0.04055,0.006453,y
0.333333,0,0.172414,0.32,0.5,0.356436,0,1,0.000724,0.002535,n
0,0,0.103448,0.2,0.5,0.455446,0.333333,5,0.000724,0.000461,y
0,0,0.137931,0.36,0.5,0.663366,0,5,0.062274,0.030191,n
0,0,0.413793,0.64,1,0.831683,0,5,0.027516,0.006223,n
0,0,0.034483,0.28,0.5,0.326733,0.333333,5,0.001448,0.000461,y
0.333333,0,0.172414,0.32,0.5,0.425743,0.666667,7,0.001448,0,y
0,0,0.275862,0.48,1,0.60396,0,1,0.002172,0.001383,n
0,0,0.103448,0.12,0.5,0.574257,0,5,0.070239,0.034801,n
0,0,0.344828,0.4,1,0.475248,0,1,0.036206,0.008527,n
0.333333,0,0.448276,0.44,1,0.594059,0,1,0.000724,0.00023,n
0,0,0.310345,0.48,1,0.851485,0,4,0.000724,0.000691,n
0,0,0.137931,0.2,0.5,0.534653,0,6,0.104996,0.026734,n
0.666667,0,0.206897,0.48,1,0.653465,0,2,0,0.000691,n
0.333333,1,0.137931,0.4,0,0.841584,0,4,0.020275,0.008297,n
0,0,0.241379,0.28,0.5,0.534653,0.666667,7,0.000724,0.000922,y
0.333333,0,0.37931,0.8,0.5,0.980198,0.666667,6,0.001448,0.00023,y
0,0,0.310345,0.68,1,0.524752,0,8,0.039826,0.011293,n
0.333333,1,0.448276,0.44,0.5,0.594059,0,1,0,0.043328,n
0.333333,0,0.172414,0.6,1,0.960396,0,4,0.000724,0.001844,n
0.666667,0,0.344828,0.48,1,0.673267,0,5,0.000724,0,n
0,0,0.344828,0.32,1,0.574257,0,8,0.002172,0.000922,n
0,0,0.103448,0.12,0.5,0.49505,0.333333,8,0.001448,0.00023,y
0,0,0.206897,0.4,1,0.564356,0,9,0.110065,0.027656,n
0,0,0.172414,0.28,0.5,0.732673,0,2,0,0.000922,n
0.333333,0,0.344828,0.6,1,0.782178,0,1,0,0,n
0.333333,0,0.275862,0.48,1,0.90099,0,1,0.000724,0.000922,n
0.666667,0,0.37931,0.84,0.5,0.752475,0,9,0,0.000691,n
0,0,0.103448,0.32,0.5,0.465347,1,7,0.002172,0.00023,y
0,0,0.344828,0.44,1,0.613861,0,1,0.203476,0.084812,n
0,0,0.172414,0.48,0.5,0.445545,0,0,0.059377,0.013828,n
0.333333,0,0.241379,0.56,1,0.60396,0,7,0.001448,0.00023,y
0,0,0.275862,0.52,0.5,0.415842,0,5,0.096307,0.025351,n
0,0,0.275862,0.76,1,0.920792,0.666667,2,0.014482,0.006914,y
0,0,0.103448,0.28,0.5,0.287129,0,2,0.047067,0.008758,n
0.333333,0,0.37931,0.36,1,0.60396,0,0,0.000724,0,n
0,0,0.206897,0.36,0.5,0.663366,0,0,0.000724,0.000922,n
0,0,0.206897,0.16,0.5,0.316832,0,2,0.044895,0.014519,n
0,0,0.310345,0.6,1,0.960396,0,0,0,0.00023,n
0,0.5,0.275862,0.24,0.5,0.60396,0,1,0.005793,0.002074,n
0,0,0.206897,0.36,0.5,0.415842,0.333333,7,0.000724,0.000461,y
0,0,0.241379,0.12,0.5,0.584158,0.333333,8,0.000724,0.000691,y
0,0,0.172414,0.36,0.5,0.475248,0.333333,5,0.025344,0.006223,y
0,0,0.310345,0.6,1,0.673267,0,9,0.001448,0,n
0,0,0.310345,0.44,1,0.841584,0,0,0.002172,0,n
0,0,0.103448,0.32,0.5,0.455446,0.666667,7,0.002172,0.000461,y
0,0,0.172414,0.44,0.5,0.792079,0,9,0.034033,0.007605,n
0,0,0.068966,0.24,0.5,0.772277,0.333333,1,0.000724,0.002305,n
0,0,0.137931,0.2,0.5,0.366337,0,9,0.152788,0.014289,n
0,0,0.103448,0.2,0.5,0.643564,1,8,0.003621,0.001613,y
0,0,0.482759,0.56,1,0.524752,0,7,0,0,y
0,0,0.172414,0.28,0.5,0.693069,0.666667,8,0.002172,0.002074,y
0.333333,0,0.37931,0.6,1,0.683168,0.333333,4,0.002172,0.002305,y
0,0,0.310345,0.56,1,0.712871,0,1,0.07386,0.025121,n
0,0,0.103448,0.4,0.5,0.435644,0,9,0.002172,0.000461,n
0,0,0.344828,0.6,1,0.871287,0,0,0.001448,0.000461,n
0,0,0.241379,0.48,1,0.851485,0.333333,8,0,0.000691,y
0.333333,0,0.172414,0.44,1,0.663366,0.666667,0,0.000724,0.00023,y
0.333333,0,0.344828,0.44,1,0.910891,0,3,0,0.000922,n
0,0,0.551724,0.4,1,0.940594,0,2,0.060825,0.00507,n
0,0,0.137931,0.4,0.5,0.356436,0,7,0,0,y
0.333333,0,0.241379,0.48,1,0.772277,0,6,0.000724,0.00023,n
0,0,0.241379,0.48,0.5,0.80198,0,4,0.291093,0.076054,n
0,0,0.137931,0.44,0.5,0.544554,0,1,0.026792,0.005992,n
0.333333,1,0.586207,0.48,0,0.980198,0.333333,1,0.425054,0.221019,n
0,0,0.275862,0.6,1,0.663366,0,2,0.044895,0.00507,n
0,0,0.275862,0.28,0.5,0.663366,0,5,0.187545,0.105554,n
0.666667,0,0.206897,0.4,0.5,0.693069,0,9,0.000724,0.00023,n
0,0,0.103448,0.2,0.5,0.623762,0.333333,8,0.002896,0.00023,y
0.333333,0,0.275862,0.56,1,0.811881,0,1,0.002172,0.001383,n
0,0,0.344828,0.48,0.5,0.415842,0,7,0.000724,0,y
0.333333,0,0.275862,0.56,1,0.811881,0.333333,3,0,0.001613,y
0,0,0.103448,0.32,0.5,0.326733,0,0,0.136857,0.03941,n
0.333333,0,0.310345,0.36,0.5,0.910891,0.666667,7,0.005069,0.020742,y
0,0,0.103448,0.36,0.5,0.673267,0.333333,0,0.002896,0.00023,y
0.333333,0,0.241379,0.52,1,0.60396,0,9,0,0,n
0,0,0.172414,0.2,0.5,0.524752,0.333333,4,0.001448,0.001383,y
0.333333,0,0.275862,0.36,1,0.722772,0.333333,7,0,0,y
0,0,0.206897,0.4,1,0.881188,0,5,0.066618,0.044019,n
0.333333,1,0.275862,0.36,0,0.970297,0.666667,1,0.072411,0.028808,n
0,0,0.172414,0.4,1,0.633663,0,2,0.000724,0.00023,n
0.333333,0,0.413793,0.48,1,0.90099,0,1,0.001448,0.000461,n
0.333333,0,0.344828,0.44,1,0.920792,0.333333,3,0,0,y
0,0,0.172414,0.48,1,0.742574,0,1,0.001448,0.001383,n
0,0,0.172414,0.32,1,0.623762,0,7,0.002172,0.00023,y
